date,locality,state,location,title,size_text,size_low,size_high,organizations,participants,claims,valence,event_type,police_measures,participant_measures,police_injuries,participant_injuries,arrests,property_damage,police_deaths,participant_deaths,macroevent,notes,coder,source1,source2,source3,source4,source5,source6,source7,source8,source9,source10,source11,source12,source13,source14,source15,source16,source17,source18,source19,source20,source21,source22,source23,source24,source25,source26,source27,source28,source29,source30
2023-09-01,Washington,DC,Marriott Renaissance DC; Lafayette Square,SOS Artsakh!,hundreds,200,200,Armenian Youth Federation; Eastern Diocese of the Armenian Church of America,Armenians,"for ending Azerbaijan's blockade on Artsakh, for international recognition of Artsakh, against genocide of Armenians, Armenia flag, Artsakh flag, 120000 reasons, President Biden: sanction Azerbaijan, stop U.S. funding to oil-rich Azerbaijan, American flag, Artsakh is Armenia, Aliyev is guilty of war crimes, stop the Artsakh genocide, Artsakh!, open your eyes to Azeri lies!, open Artsakh, SOS Artsakh, Artsakh strong",0,rally; march,,bullhorns,,,,,,,,,,https://armenianweekly.com/2023/08/23/sos-artsakh/,https://mirrorspectator.com/2023/09/05/armenians-protest-in-front-of-white-house-to-prevent-second-genocide/,https://armenianweekly.com/2023/09/06/sos-artsakh-protest-demands-biden-administration-take-action-to-end-blockade/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Washington,DC,"Tifereth Israel Congregation, 7701 16th St NW",Vigil Against Racism,,,,Tifereth Israel Congregation,,"against racism, in solidarity with the Black Lives Matter movement",1,vigil,,,,,,,,,,every Friday since June 2020,,https://tiferethdc.shulcloud.com/event/vigil-against-racism.html,https://www.washingtonjewishweek.com/keeping-a-vigil-against-racism-two-years-and-counting/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Wellesley,MA,Wellesley Town Hall,,,,,Fridays for Future Wellesley,,for climate action,1,demonstration,,,,,,,,,,every Friday,,https://www.facebook.com/groups/490225741689717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Willits,CA,Babcock Park,Friday Freedom Rally,,,,Mendocino Patriots,,"for freedom, for patriotism",2,rally,,,,,,,,,,every Friday,,https://mendocinopatriots.org/events/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,Wooster,OH,Wooster Square,,,,,Wayne County Racial Justice Coalition,,"against racism, against police brutality",1,demonstration,,,,,,,,,,,,https://twitter.com/desireejweber/status/1557052880187805696,https://www.the-daily-record.com/story/news/local/2022/11/25/900-days-wayne-blm-sees-more-to-be-done-works-to-start-conversations/69670266007/,https://www.the-daily-record.com/story/news/local/2023/01/07/black-lives-matter-rallies-in-wooster-near-1000-days-as-2023-begins/69784548007/,https://twitter.com/SiavashSamei/status/1624822808097222656,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Aguadilla,PR,,Campamiento Pelicano,,,,Citizens' Victory Movement,,"against illegal construction at historic Muelle de Azúcar, salven Aguadilla paren las maquinas revoquen los permisos [save Aguadilla stop the machines revoke the permits], las playas son del pueblo [the beaches belong to the people]",0,demonstration,,protest encampment,,,,,,,,,,https://twitter.com/Vaquero2XL/status/1610283827099836419,https://twitter.com/Vaquero2XL/status/1620191253060263937,https://twitter.com/Vaquero2XL/status/1620442773550923778,https://twitter.com/latinorebels/status/1623821705662832640,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Altamonte Springs,FL,Cranes Roost Park; FL-436 and I-4 Express,The March of the Red Shirts,around 100,100,100,Blood Tribe; Goyim Defense League; Vinland Rebels,,"for white supremacy, for antisemitism, Swastika flag, white power!, blood!, Jews will not replace us!, Jews rape kids!, all hail the fuhrer! heil Hitler!, seig heil!, Jews get the rope!, we are everywhere!, faggot!",2,march; demonstration,,matching outfits; Roman salutes; shouted insults and slurs at journalists and Laura Loomer,,,,,,,20230902-altamontesprings-bloodtribe,"feat. Chris Pohlhaus, Jon Minadeo II aka Handsome Truth, Michael Weaver, Robert Bray, Kent ""Boneface"" McClellan",,https://twitter.com/nightrunner321/status/1698069916241256757,https://twitter.com/FordFischer/status/1698071885358235953,https://twitter.com/FlExtremeWatch/status/1698067099879448725,https://twitter.com/AnnaForFlorida/status/1698065815826772326,https://twitter.com/BGOnTheScene/status/1698075600286597619,https://twitter.com/ScooterCasterNY/status/1698075886581383419,https://twitter.com/UncrossEm/status/1698079914774200656,https://twitter.com/supertrashcity/status/1698080267955544471,https://twitter.com/FordFischer/status/1698123583736742093,https://twitter.com/ScooterCasterNY/status/1698110039351771233,https://twitter.com/sphere_on/status/1698087965397057919,https://www.thedailybeast.com/neo-nazis-chanting-in-unison-march-through-florida-park-in-terrifying-video?utm_source=twitter_owned_tdb&via=twitter_page&utm_campaign=owned_social&utm_medium=socialflow,https://www.jpost.com/diaspora/antisemitism/article-757450,https://www.cltampa.com/tampa/we-are-everywhere-multiple-neo-nazi-groups-displaying-swastikas-and-desantis-flags-march-through-orlando-photos/Slideshow/16283837,https://www.orlandoweekly.com/orlando/nazi-groups-march-on-orlando-blasting-white-supremacist-chants-labor-day-weekend-photos/Slideshow/34993872,https://www.instagram.com/reel/CwyPHg9uMB5/,,,,,,,,,,,,,,
2023-09-02,Altamonte Springs,FL,Cranes Roost Park; FL-436 and I-4 Express,,,,,,,"against white supremacy, against antisemitism, follow your leader",1,counter-protest,,verbally confronted and heckled demonstrators,,,,,,,20230902-altamontesprings-bloodtribe,,,https://twitter.com/FlExtremeWatch/status/1698067099879448725,https://twitter.com/ScooterCasterNY/status/1698114187078078499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Ann Arbor,MI,Beth Israel Congregation,,,,,,,"for antisemitism, against Israel and Zionism",2,demonstration,,,,,,,,,,every Saturday since 2003,,https://forward.com/fast-forward/512599/lawyer-in-michigan-synagogue-judge-of-being-antisemitic/,https://jweekly.com/2022/08/11/born-and-raised-jewish-the-man-leading-19-years-of-protests-against-a-michigan-synagogue-embraces-antisemitic-tropes/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Antioch,CA,2717 Contra Loma Blvd,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Atlanta,GA,Gresham Park,Reopen Weelaunee People's Park,,,,,,"for reopening Weelaunee People's Park, against construction of Cop City police training facility, for environmental conservation, against police brutality, against racism",1,bicycle ride,,,,,,,,,,every Saturday starting late June 2023,,https://t.me/DefendtheForestATL/2273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Birmingham,AL,1019 1st Ave N,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Boise,ID,Ann Morrison Park,,,,,Boise Critical Mass,,"for safer streets for bicyclists, for community-building",0,bicycle ride,,,,,,,,,,first Saturday of every month,,https://www.instagram.com/criticalmassboise/,https://www.instagram.com/p/CwHdb9pu-Fv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Boston,MA,Boston Common,,about 100,100,100,32BJ SEIU,unionized workers; elected officials,"in commemoration of Labor Day, for higher pay and better working conditions for service workers, from the ground to the air we make the Massachusetts economy move, we make Massachusetts move",0,march; rally,,marched on sidewalks,,,,,,,,,,https://www.bostonglobe.com/2023/09/02/metro/this-is-moment-workers-service-employees-march-better-pay-working-conditions/,https://www.bostonherald.com/2023/09/02/unionized-service-workers-rally-in-boston-ahead-of-labor-day/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Boulder,CO,Canyon Blvd and Broadway,,,,,Rocky Mountain Peace & Justice Center,,for ending all U.S. wars,0,demonstration,,,,,,,,,,every Saturday since August 2021,,https://www.rmpjc.org/calendar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Bucksport,ME,Bucksport-Verona Island Bridge,Weekly Bridge Standout,,,,Solidarity Bucksport,,"against racism, against police brutality, for reproductive rights, for LGBTQ+ rights, for women's rights, for peace",1,demonstration,,,,,,,,,,every Saturday since August 2020,,https://www.facebook.com/solidaritybucksport,https://www.wabi.tv/2023/01/07/solidarity-bucksport-hosts-curbside-demonstration-remember-jan-6th-insurrection/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Cambridge,MA,Fayette St and Broadway,,,,,New Federal State of China,,"against Luc Despins and his family, against the Communist Party of China, for patriotism, for democracy in America, against communism",2,demonstration,,,,,,,,,,daily since 2022-11-20; org backed by Miles Guo and Steve Bannon; evidence that some protesters are paid,,https://www.cambridgeday.com/2023/02/02/why-an-exiled-chinese-billionaire-has-protesters-outside-the-home-of-a-cambridge-schoolteacher/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Cape Girardeau,MO,Capaha Park,,count video,9,10,,,"against reversal of Roe v. Wade, for abortion access, for women's rights, abortion is basic health care, bans off our bodies, abortion is healthcare, keep your hands off my uterus [wire hanger], keep your policies off my body, codify Roe, choice",1,demonstration,,,,,,,,,,,,https://www.kwch.com/video/2023/09/03/roe-v-wade-rally-freedom-corner/,https://www.wlox.com/video/2023/09/03/roe-v-wade-rally-freedom-corner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Carbondale,IL,Main St and Illinois Ave,,,,,The Peace Coalition of Southern Illinois,,for peace and justice,1,vigil,,,,,,,,,,first Saturday of every month,,https://www.sipeace.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Celina,OH,Mercer County Courthouse,Protest the Ohio Drag Ban,count pic,40,50,Parasol Patrol,,"against state legislation that would ban some drag performances, against HB 245, don't be a drag / just be a queen, clothes are not a crime, Progress Pride flag, American flag, respect existence or expect resistance [Trans Pride flag], kindness matters, drag is free speech, drag is not a crime, human, ban Angie, your children will see us / will love us / will join us, no you can't have my rights I'm still using them, my tummy hurts...but I'm being really brave, trans rights are human rights, ugh...where do I even start?, every day 23 kids are shot in the U.S. / why are we talking about drag, anti Nazis, fight hate",1,protest,,,,,,,,,,,,https://www.citybeat.com/cincinnati/photos-lgbtq-advocates-head-to-celina-to-protest-ohios-potential-drag-ban/Slideshow/15918297,https://mercercountyoutlook.net/2023/09/07/state-rep-angie-kings-thoughts-on-hb-245-mercer-county-protest/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Charlotte,NC,3236 Latrobe Dr,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Chicago,IL,659 W Washington Blvd,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Chicago,IL,S Cottage Grove Ave,,,,,International Union of Bricklayers and Allied Craftworkers; Mother Jones Heritage Project,unionized workers; elected officials,"in commemoration of Labor Day, for labor unions, proud union home, American flag",0,march,on scene,parade; giant inflatable Fat Cat and Scabby the Rat and Greedy Pig; gave out beads and candy,,,,,,,,feat. Mayor Johnson,,https://www.chicagotribune.com/news/ct-chicago-labor-day-parade-pullman-2023-photos-20230902-zbsgd5czgfdx7mag5mpvybrsmi-photogallery.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Clearfield,PA,Riverwalk Amphitheater; Clearfield County Courthouse; Lower Witmer Park,Rally Against Drug Overdose and Addiction,,,,,elected officials,against drug overdoses and drug addiction,0,vigil; march; rally,,,,,,,,,,,,https://www.wtaj.com/news/local-news/clearfield-community-to-rally-against-drug-overdose-addiction/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Columbus,OH,3417 N High St,Occupy for Our Revolution,,,,Our Revolution,,for justice in all its forms,1,demonstration,,,,,,,,,,"every Saturday, unclear since when, our coverage starts on 2022-11-25",,https://www.mobilize.us/ourrevolution/event/404777/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Concord,NH,Capitol Plaza,Freedom Rally,,,,We the People NH,,"for freedom, for patriotism",2,rally,,,,,,,,,,every Saturday,,https://www.instagram.com/p/CbPwyVVOqES/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Coupeville,WA,N Main St and WA-20,Rally for Roe in Coupeville,,,,POWER; Indivisible Whidbey,,"against overturning Roe v. Wade, for choice and bodily autonomy",1,demonstration,,,,,,,,,,every Saturday,,https://act.wewontgoback.com/event/bans-off-our-bodies-events/4356,https://www.mobilize.us/indivisible-whidby/event/493798/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Davie,FL,Griffin Rd and University Dr,,,,,,,"in support of Donald Trump, for patriotism",2,demonstration,,,,,,,,,,"every Saturday since unspecified date in 2020, picking October 3 as start point",,https://www.sun-sentinel.com/local/broward/davie/fl-ne-trump-supporter-gathering-davie-20230401-ehftmnd76fgvhn4262pzmyagim-story.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Dayton,OH,McIntosh Park,Dayton Black Pride Festival,,,,,,"in celebration of the Black LGBTQ+ community, for LGBTQ+ pride",1,rally,,festival,,,,,,,,3rd annual,,https://www.daytondailynews.com/local/photos-did-we-spot-you-at-the-third-annual-dayton-black-pride-festival-at-mcintosh-park/LCAV7GSUFFDPRMCB44U6FJZWWU/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Del Mar,CA,"Del Mar Racing, 2260 Jimmy Durante Blvd",,,,,Kill Racing Not Horses,,"against horse racing, against animal cruelty",0,demonstration,,,,,,,,,,,,https://www.cbs8.com/video/news/local/kill-racing-not-horses-group-protests-del-mar-horse-races/509-9e7a82eb-f46a-401b-8b84-62f8c09ddf2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Detroit,MI,16435 E Eight Mile Rd,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Dover,NH,Central Ave and Indian Brook Drive,Freedom Rally,,,,,,"against coronavirus mask and vaccination mandates, for freedom, for medical choice",2,rally,,,,,,,,,,every Saturday,,https://nhpatriothub.org/events-calendar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Duluth,MN,Bayfront Park,Duluth-Superior Pride Festival,hundreds,200,200,Duluth Superior Pride,,for LGBTQ+ pride,1,rally,,festival,,,,,,,,,,https://www.duluthsuperiorpride.com/,https://twitter.com/NorthwoodsWork1/status/1697622511310021092,https://www.fox21online.com/2023/09/03/duluth-superior-pride-weekend-recap/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Eugene,OR,Eugene Public Library,,,,,,,for peace,0,protest,,,,,,,,,,every Saturday since 2002,,https://www.dailyemerald.com/ethos/protesting-for-peace/article_da6a07f2-e623-11ec-9d9c-2fb81f576a1e.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Everett,WA,Snohomish County Jail,,count pic,8,10,,women; mothers,"against inhumane conditions for inmates in Snohomish County Jail, against solitary confinement, isolation is torture, end solitary torture, shame on you Sno Co Jail, unlock the box",0,demonstration,,bullhorns,,,,,,,,,,https://www.southwhidbeyrecord.com/news/langley-women-protest-solitary-confinement/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Fayetteville,NC,110 Cude St,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Galveston,TX,"Apffel East Beach, 1923 Boddecker Dr",Beach Bash,,,,Pride Galveston,,for LGBTQ+ pride,1,rally,,festival,,,,,,,,,,http://www.pridegalveston.com/2023-events/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Gorham,NH,Railroad St,Freedom Flag Convoy - Coos County,,,,We the People NH,,"for freedom, for patriotism, for The Resolve Initiative",2,caravan,,,,,,,,,,every Saturday starting 6/4/22,,https://nhpatriothub.org/events-calendar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Greenfield,MA,Greenfield Common,,,,,,,for peace,0,vigil,,,,,,,,,,every Saturday since September 2002,,https://www.recorder.com/Roughly-30-convene-for-vigil-recognizing-77th-anniversary-of-Hiroshima-Nagasaki-bombings-47507635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Greensboro,NC,2401 Randleman Rd,40 Week Journey of Hope,,,,Love Life,,"against abortion, for Christian values",2,rally,,prayer rally,,,,,,,,every Saturday from Feb 11 to Nov 11 2023,,https://lovelife.org/locations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Harrisonburg,VA,Love Park,,,,,Shenandoah Valley Antiwar Coalition,,"for peace in Ukraine, against war",0,vigil,,,,,,,,,,every Saturday during war,,https://www.whsv.com/2022/03/20/peace-vigil-ukraine-continues-harrisonburg/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02,Hartford,CT,Unity Plaza,,,,,Self-Defense Brigade; Connecticut John Brown Gun Club; Huey P. Newton Gun Club,,"against gun violence, against gang violence, for armed community defense, for Second Amendment rights",1,rally,,,,,,,,,,,,https://www.fox61.com/article/news/local/hartford-county/hartford/legal-armed-self-defense-activists-calling-armed-anti-violence-rally-north-hartford/520-abe08b07-1f59-4ea4-976f-b9fa3ca7cb02,https://twitter.com/ctjbgc/status/1695231296425930846,https://www.nhregister.com/capitalregion/article/citizen-armed-patrols-unity-plaza-hartford-guns-18343127.php,,,,,,,,,,,,,,,,,,,,,,,,,,,
